receipt_id,order_id,customer_id,customer_name,customer_email,order_date,total_order_amount,product_id,product_name,product_category,item_quantity,item_price,item_total
1901,945,1,Customer 1,customer1@example.com,2026-03-06 17:31:39,1043,7304,Product 7304,Home Goods,6,81.93,491.58000000000004
1902,946,1,Customer 1,customer1@example.com,2026-03-06 17:40:24,782,5215,Product 5215,Books,10,67.77,677.6999999999999
1903,946,1,Customer 1,customer1@example.com,2026-03-06 17:40:24,782,5663,Product 5663,Home Goods,1,71.72,71.72
1904,947,1,Customer 1,customer1@example.com,2026-03-06 17:49:08,145,3608,Product 3608,Home Goods,9,7.15,64.35000000000001
1905,947,1,Customer 1,customer1@example.com,2026-03-06 17:49:08,145,8636,Product 8636,Home Goods,9,47.4,426.59999999999997
1906,947,1,Customer 1,customer1@example.com,2026-03-06 17:49:08,145,7834,Product 7834,Books,6,51.2,307.20000000000005
1907,948,1,Customer 1,customer1@example.com,2026-03-06 17:57:53,146,4583,Product 4583,Home Goods,2,22.85,45.7
1908,948,1,Customer 1,customer1@example.com,2026-03-06 17:57:53,146,2574,Product 2574,Electronics,10,35.84,358.40000000000003
1909,948,1,Customer 1,customer1@example.com,2026-03-06 17:57:53,146,5588,Product 5588,Home Goods,10,10.83,108.3
1910,949,1,Customer 1,customer1@example.com,2026-03-06 18:06:37,466,2323,Product 2323,Books,5,36.95,184.75
1911,949,1,Customer 1,customer1@example.com,2026-03-06 18:06:37,466,9309,Product 9309,Electronics,3,76.62,229.86
1912,949,1,Customer 1,customer1@example.com,2026-03-06 18:06:37,466,3788,Product 3788,Home Goods,7,9.83,68.81
1913,950,1,Customer 1,customer1@example.com,2026-03-06 18:15:22,474,9699,Product 9699,Electronics,10,94.01,940.1
1914,950,1,Customer 1,customer1@example.com,2026-03-06 18:15:22,474,3620,Product 3620,Home Goods,6,18.66,111.96000000000001
1915,950,1,Customer 1,customer1@example.com,2026-03-06 18:15:22,474,8496,Product 8496,Electronics,6,26.65,159.89999999999998
1916,951,1,Customer 1,customer1@example.com,2026-03-06 18:24:06,312,8506,Product 8506,Books,9,51.29,461.61
1917,951,1,Customer 1,customer1@example.com,2026-03-06 18:24:06,312,3765,Product 3765,Electronics,8,36.18,289.44
1918,951,1,Customer 1,customer1@example.com,2026-03-06 18:24:06,312,2872,Product 2872,Books,4,67.83,271.32
1919,952,1,Customer 1,customer1@example.com,2026-03-06 18:32:50,652,667,Product 667,Books,9,59.9,539.1
1920,952,1,Customer 1,customer1@example.com,2026-03-06 18:32:50,652,511,Product 511,Books,8,96.77,774.16
1921,953,1,Customer 1,customer1@example.com,2026-03-06 18:41:35,803,1470,Product 1470,Electronics,2,1.76,3.52
1922,953,1,Customer 1,customer1@example.com,2026-03-06 18:41:35,803,5721,Product 5721,Electronics,3,65.04,195.12
1923,954,1,Customer 1,customer1@example.com,2026-03-06 18:50:19,579,6810,Product 6810,Electronics,4,98.51,394.04
1924,954,1,Customer 1,customer1@example.com,2026-03-06 18:50:19,579,6586,Product 6586,Books,2,44.34,88.68
1925,955,1,Customer 1,customer1@example.com,2026-03-06 18:59:04,535,1291,Product 1291,Books,1,98.04,98.04
1926,955,1,Customer 1,customer1@example.com,2026-03-06 18:59:04,535,9936,Product 9936,Electronics,5,42.33,211.64999999999998
1927,956,1,Customer 1,customer1@example.com,2026-03-06 19:07:48,720,9607,Product 9607,Books,7,87.98,615.86
1928,956,1,Customer 1,customer1@example.com,2026-03-06 19:07:48,720,7209,Product 7209,Electronics,4,24.46,97.84
1929,957,1,Customer 1,customer1@example.com,2026-03-06 19:16:33,146,9812,Product 9812,Home Goods,7,36.42,254.94
1930,957,1,Customer 1,customer1@example.com,2026-03-06 19:16:33,146,3931,Product 3931,Books,2,57.25,114.5
1931,958,1,Customer 1,customer1@example.com,2026-03-06 19:25:17,711,8939,Product 8939,Home Goods,9,87.45,787.0500000000001
1932,958,1,Customer 1,customer1@example.com,2026-03-06 19:25:17,711,6483,Product 6483,Electronics,2,65.83,131.66
1933,958,1,Customer 1,customer1@example.com,2026-03-06 19:25:17,711,8443,Product 8443,Books,5,51.16,255.79999999999998
1934,959,1,Customer 1,customer1@example.com,2026-03-06 19:34:02,481,5395,Product 5395,Books,4,25.88,103.52
1935,959,1,Customer 1,customer1@example.com,2026-03-06 19:34:02,481,7357,Product 7357,Books,4,94.07,376.28
1936,959,1,Customer 1,customer1@example.com,2026-03-06 19:34:02,481,2631,Product 2631,Electronics,4,37.83,151.32
1937,960,1,Customer 1,customer1@example.com,2026-03-06 19:42:46,866,2555,Product 2555,Home Goods,1,60.13,60.13
1938,960,1,Customer 1,customer1@example.com,2026-03-06 19:42:46,866,2025,Product 2025,Electronics,7,3.95,27.650000000000002
1939,960,1,Customer 1,customer1@example.com,2026-03-06 19:42:46,866,7893,Product 7893,Electronics,1,33.02,33.02
1940,961,1,Customer 1,customer1@example.com,2026-03-06 19:51:31,493,7699,Product 7699,Books,10,71.04,710.4000000000001
1941,961,1,Customer 1,customer1@example.com,2026-03-06 19:51:31,493,5592,Product 5592,Electronics,10,84.82,848.1999999999999
1942,962,1,Customer 1,customer1@example.com,2026-03-06 20:00:15,691,4255,Product 4255,Books,5,85.27,426.34999999999997
1943,963,1,Customer 1,customer1@example.com,2026-03-06 20:09:00,884,4823,Product 4823,Home Goods,2,33.65,67.3
1944,963,1,Customer 1,customer1@example.com,2026-03-06 20:09:00,884,4458,Product 4458,Electronics,10,93.14,931.4
1945,964,1,Customer 1,customer1@example.com,2026-03-06 20:17:44,664,7309,Product 7309,Books,10,66.83,668.3
1946,964,1,Customer 1,customer1@example.com,2026-03-06 20:17:44,664,9853,Product 9853,Books,8,72.57,580.56
1947,964,1,Customer 1,customer1@example.com,2026-03-06 20:17:44,664,8724,Product 8724,Electronics,10,22.02,220.2
1948,965,1,Customer 1,customer1@example.com,2026-03-06 20:26:29,752,3938,Product 3938,Home Goods,5,21.66,108.3
1949,965,1,Customer 1,customer1@example.com,2026-03-06 20:26:29,752,266,Product 266,Home Goods,1,22.96,22.96
1950,966,1,Customer 1,customer1@example.com,2026-03-06 20:35:13,535,9369,Product 9369,Electronics,3,85.71,257.13
1951,966,1,Customer 1,customer1@example.com,2026-03-06 20:35:13,535,3589,Product 3589,Books,5,24.87,124.35000000000001
1952,967,1,Customer 1,customer1@example.com,2026-03-06 20:43:58,249,3397,Product 3397,Books,10,9.66,96.6
1953,968,1,Customer 1,customer1@example.com,2026-03-06 20:52:42,959,6495,Product 6495,Electronics,7,76.15,533.0500000000001
1954,968,1,Customer 1,customer1@example.com,2026-03-06 20:52:42,959,6459,Product 6459,Electronics,10,56.94,569.4
1955,969,1,Customer 1,customer1@example.com,2026-03-06 21:01:26,526,2650,Product 2650,Books,6,90.78,544.6800000000001
1956,969,1,Customer 1,customer1@example.com,2026-03-06 21:01:26,526,5604,Product 5604,Electronics,2,16.1,32.2
1957,970,1,Customer 1,customer1@example.com,2026-03-06 21:10:11,890,2313,Product 2313,Electronics,10,10.27,102.69999999999999
1958,971,1,Customer 1,customer1@example.com,2026-03-06 21:18:55,551,6675,Product 6675,Electronics,4,95.52,382.08
1959,971,1,Customer 1,customer1@example.com,2026-03-06 21:18:55,551,1314,Product 1314,Electronics,4,31.61,126.44
1960,971,1,Customer 1,customer1@example.com,2026-03-06 21:18:55,551,9992,Product 9992,Home Goods,10,93.83,938.3
1961,972,1,Customer 1,customer1@example.com,2026-03-06 21:27:40,713,1449,Product 1449,Electronics,3,82.05,246.14999999999998
1962,973,1,Customer 1,customer1@example.com,2026-03-06 21:36:24,1023,3660,Product 3660,Electronics,4,71.35,285.4
1963,973,1,Customer 1,customer1@example.com,2026-03-06 21:36:24,1023,8063,Product 8063,Home Goods,4,32.0,128.0
1964,974,1,Customer 1,customer1@example.com,2026-03-06 21:45:09,951,7814,Product 7814,Home Goods,5,5.68,28.4
1965,974,1,Customer 1,customer1@example.com,2026-03-06 21:45:09,951,9788,Product 9788,Home Goods,2,97.77,195.54
1966,974,1,Customer 1,customer1@example.com,2026-03-06 21:45:09,951,974,Product 974,Home Goods,10,9.61,96.1
1967,975,1,Customer 1,customer1@example.com,2026-03-06 21:53:53,959,5748,Product 5748,Electronics,3,13.68,41.04
1968,975,1,Customer 1,customer1@example.com,2026-03-06 21:53:53,959,1479,Product 1479,Electronics,2,46.7,93.4
1969,976,1,Customer 1,customer1@example.com,2026-03-06 22:02:38,774,5701,Product 5701,Books,5,56.61,283.05
1970,976,1,Customer 1,customer1@example.com,2026-03-06 22:02:38,774,8114,Product 8114,Home Goods,2,59.11,118.22
1971,976,1,Customer 1,customer1@example.com,2026-03-06 22:02:38,774,6064,Product 6064,Books,9,36.53,328.77
1972,977,1,Customer 1,customer1@example.com,2026-03-06 22:11:22,182,4519,Product 4519,Books,2,31.14,62.28
1973,978,1,Customer 1,customer1@example.com,2026-03-06 22:20:07,717,6969,Product 6969,Electronics,2,47.29,94.58
1974,978,1,Customer 1,customer1@example.com,2026-03-06 22:20:07,717,7042,Product 7042,Books,10,97.91,979.0999999999999
1975,979,1,Customer 1,customer1@example.com,2026-03-06 22:28:51,218,6159,Product 6159,Electronics,2,47.11,94.22
1976,979,1,Customer 1,customer1@example.com,2026-03-06 22:28:51,218,5228,Product 5228,Home Goods,4,94.9,379.6
1977,980,1,Customer 1,customer1@example.com,2026-03-06 22:37:36,278,3084,Product 3084,Electronics,9,43.54,391.86
1978,980,1,Customer 1,customer1@example.com,2026-03-06 22:37:36,278,5980,Product 5980,Books,4,21.15,84.6
1979,980,1,Customer 1,customer1@example.com,2026-03-06 22:37:36,278,8212,Product 8212,Books,4,59.7,238.8
1980,981,1,Customer 1,customer1@example.com,2026-03-06 22:46:20,573,6386,Product 6386,Home Goods,3,100.53,301.59000000000003
1981,981,1,Customer 1,customer1@example.com,2026-03-06 22:46:20,573,7317,Product 7317,Electronics,9,51.81,466.29
1982,981,1,Customer 1,customer1@example.com,2026-03-06 22:46:20,573,9997,Product 9997,Books,4,41.2,164.8
1983,982,1,Customer 1,customer1@example.com,2026-03-06 22:55:05,145,4466,Product 4466,Home Goods,2,19.13,38.26
1984,982,1,Customer 1,customer1@example.com,2026-03-06 22:55:05,145,4846,Product 4846,Books,10,75.85,758.5
1985,983,1,Customer 1,customer1@example.com,2026-03-06 23:03:49,235,4929,Product 4929,Electronics,4,9.0,36.0
1986,984,1,Customer 1,customer1@example.com,2026-03-06 23:12:34,613,6529,Product 6529,Books,9,85.23,767.07
1987,984,1,Customer 1,customer1@example.com,2026-03-06 23:12:34,613,7644,Product 7644,Electronics,9,100.84,907.5600000000001
1988,985,1,Customer 1,customer1@example.com,2026-03-06 23:21:18,593,44,Product 44,Home Goods,6,89.78,538.6800000000001
1989,985,1,Customer 1,customer1@example.com,2026-03-06 23:21:18,593,1318,Product 1318,Books,5,42.37,211.85
1990,986,1,Customer 1,customer1@example.com,2026-03-06 23:30:02,431,1192,Product 1192,Books,9,14.16,127.44
1991,986,1,Customer 1,customer1@example.com,2026-03-06 23:30:02,431,728,Product 728,Home Goods,7,93.05,651.35
1992,986,1,Customer 1,customer1@example.com,2026-03-06 23:30:02,431,7889,Product 7889,Home Goods,6,83.81,502.86
1993,987,1,Customer 1,customer1@example.com,2026-03-06 23:38:47,519,6381,Product 6381,Electronics,8,27.84,222.72
1994,987,1,Customer 1,customer1@example.com,2026-03-06 23:38:47,519,2431,Product 2431,Books,5,68.11,340.55
1995,988,1,Customer 1,customer1@example.com,2026-03-06 23:47:31,969,1367,Product 1367,Home Goods,6,86.6,519.5999999999999
1996,988,1,Customer 1,customer1@example.com,2026-03-06 23:47:31,969,6441,Product 6441,Electronics,7,63.85,446.95
1997,988,1,Customer 1,customer1@example.com,2026-03-06 23:47:31,969,5012,Product 5012,Home Goods,3,67.85,203.54999999999998
1998,989,1,Customer 1,customer1@example.com,2026-03-06 23:56:16,471,7030,Product 7030,Books,7,25.87,181.09
1999,989,1,Customer 1,customer1@example.com,2026-03-06 23:56:16,471,8126,Product 8126,Home Goods,3,52.37,157.10999999999999
2000,990,1,Customer 1,customer1@example.com,2026-03-07 00:05:00,266,4421,Product 4421,Home Goods,6,60.23,361.38
2001,990,1,Customer 1,customer1@example.com,2026-03-07 00:05:00,266,3003,Product 3003,Electronics,10,60.81,608.1
2002,990,1,Customer 1,customer1@example.com,2026-03-07 00:05:00,266,3412,Product 3412,Books,9,79.91,719.1899999999999
2003,991,1,Customer 1,customer1@example.com,2026-03-07 00:13:45,940,8939,Product 8939,Home Goods,4,87.45,349.8
2004,991,1,Customer 1,customer1@example.com,2026-03-07 00:13:45,940,8545,Product 8545,Books,2,3.82,7.64
2005,992,1,Customer 1,customer1@example.com,2026-03-07 00:22:29,608,8524,Product 8524,Books,1,85.28,85.28
2006,993,1,Customer 1,customer1@example.com,2026-03-07 00:31:14,256,1822,Product 1822,Books,1,15.03,15.03
2007,994,1,Customer 1,customer1@example.com,2026-03-07 00:39:58,571,2243,Product 2243,Home Goods,7,94.94,664.5799999999999
2008,994,1,Customer 1,customer1@example.com,2026-03-07 00:39:58,571,5648,Product 5648,Home Goods,5,55.18,275.9
2009,995,1,Customer 1,customer1@example.com,2026-03-07 00:48:43,202,9280,Product 9280,Books,6,42.01,252.06
2010,995,1,Customer 1,customer1@example.com,2026-03-07 00:48:43,202,1049,Product 1049,Home Goods,5,13.16,65.8
2011,995,1,Customer 1,customer1@example.com,2026-03-07 00:48:43,202,3314,Product 3314,Home Goods,8,82.1,656.8
2012,996,1,Customer 1,customer1@example.com,2026-03-07 00:57:27,255,8952,Product 8952,Electronics,9,65.21,586.89
2013,996,1,Customer 1,customer1@example.com,2026-03-07 00:57:27,255,4951,Product 4951,Books,8,25.64,205.12
2014,996,1,Customer 1,customer1@example.com,2026-03-07 00:57:27,255,1827,Product 1827,Electronics,6,39.53,237.18
2015,997,1,Customer 1,customer1@example.com,2026-03-07 01:06:12,989,2759,Product 2759,Home Goods,6,18.56,111.35999999999999
2016,997,1,Customer 1,customer1@example.com,2026-03-07 01:06:12,989,8611,Product 8611,Books,7,71.14,497.98
2017,997,1,Customer 1,customer1@example.com,2026-03-07 01:06:12,989,3260,Product 3260,Home Goods,7,26.15,183.04999999999998
2018,998,1,Customer 1,customer1@example.com,2026-03-07 01:14:56,997,7890,Product 7890,Electronics,3,5.25,15.75
2019,999,1,Customer 1,customer1@example.com,2026-03-07 01:23:41,812,3788,Product 3788,Home Goods,9,9.83,88.47
2020,999,1,Customer 1,customer1@example.com,2026-03-07 01:23:41,812,8348,Product 8348,Home Goods,5,42.83,214.14999999999998
2021,1000,1,Customer 1,customer1@example.com,2026-03-07 01:32:25,481,1933,Product 1933,Books,1,61.0,61.0
2022,1001,1,Customer 1,customer1@example.com,2026-03-07 01:41:09,280,7891,Product 7891,Books,8,35.6,284.8
2023,1002,1,Customer 1,customer1@example.com,2026-03-07 01:49:54,193,4492,Product 4492,Books,2,95.89,191.78
2024,1002,1,Customer 1,customer1@example.com,2026-03-07 01:49:54,193,5362,Product 5362,Books,5,74.07,370.34999999999997
2025,1002,1,Customer 1,customer1@example.com,2026-03-07 01:49:54,193,1360,Product 1360,Books,4,94.99,379.96
2026,1003,1,Customer 1,customer1@example.com,2026-03-07 01:58:38,369,5342,Product 5342,Home Goods,3,48.28,144.84
2027,1004,1,Customer 1,customer1@example.com,2026-03-07 02:07:23,465,1875,Product 1875,Electronics,4,11.1,44.4
2028,1005,1,Customer 1,customer1@example.com,2026-03-07 02:16:07,943,4593,Product 4593,Electronics,6,27.83,166.98
2029,1005,1,Customer 1,customer1@example.com,2026-03-07 02:16:07,943,3570,Product 3570,Electronics,5,73.96,369.79999999999995
2030,1006,1,Customer 1,customer1@example.com,2026-03-07 02:24:52,1022,623,Product 623,Home Goods,2,63.91,127.82
2031,1006,1,Customer 1,customer1@example.com,2026-03-07 02:24:52,1022,3446,Product 3446,Home Goods,9,56.15,505.34999999999997
2032,1007,1,Customer 1,customer1@example.com,2026-03-07 02:33:36,568,7397,Product 7397,Home Goods,4,4.2,16.8
2033,1007,1,Customer 1,customer1@example.com,2026-03-07 02:33:36,568,9318,Product 9318,Electronics,1,82.45,82.45
2034,1007,1,Customer 1,customer1@example.com,2026-03-07 02:33:36,568,1369,Product 1369,Books,4,75.03,300.12
2035,1008,1,Customer 1,customer1@example.com,2026-03-07 02:42:21,486,6915,Product 6915,Electronics,1,61.62,61.62
2036,1009,1,Customer 1,customer1@example.com,2026-03-07 02:51:05,197,6278,Product 6278,Home Goods,10,90.46,904.5999999999999
2037,1009,1,Customer 1,customer1@example.com,2026-03-07 02:51:05,197,6083,Product 6083,Home Goods,5,39.63,198.15
2038,1009,1,Customer 1,customer1@example.com,2026-03-07 02:51:05,197,3,Product 3,Electronics,10,57.32,573.2
2039,1010,1,Customer 1,customer1@example.com,2026-03-07 02:59:50,914,711,Product 711,Electronics,2,33.4,66.8
2040,1011,1,Customer 1,customer1@example.com,2026-03-07 03:08:34,563,7887,Product 7887,Electronics,5,100.51,502.55
2041,1011,1,Customer 1,customer1@example.com,2026-03-07 03:08:34,563,9828,Product 9828,Electronics,9,65.68,591.1200000000001
2042,1011,1,Customer 1,customer1@example.com,2026-03-07 03:08:34,563,149,Product 149,Home Goods,10,25.83,258.29999999999995
2043,1012,1,Customer 1,customer1@example.com,2026-03-07 03:17:19,581,767,Product 767,Home Goods,6,52.09,312.54
2044,1013,1,Customer 1,customer1@example.com,2026-03-07 03:26:03,575,9612,Product 9612,Electronics,9,46.63,419.67
2045,1013,1,Customer 1,customer1@example.com,2026-03-07 03:26:03,575,136,Product 136,Books,5,92.73,463.65000000000003
2046,1013,1,Customer 1,customer1@example.com,2026-03-07 03:26:03,575,2553,Product 2553,Electronics,2,21.12,42.24
2047,1014,1,Customer 1,customer1@example.com,2026-03-07 03:34:48,893,1307,Product 1307,Home Goods,9,36.72,330.48
2048,1015,1,Customer 1,customer1@example.com,2026-03-07 03:43:32,823,6575,Product 6575,Home Goods,9,5.63,50.67
2049,1016,1,Customer 1,customer1@example.com,2026-03-07 03:52:17,682,1405,Product 1405,Books,2,33.82,67.64
2050,1016,1,Customer 1,customer1@example.com,2026-03-07 03:52:17,682,5734,Product 5734,Books,10,14.4,144.0
2051,1016,1,Customer 1,customer1@example.com,2026-03-07 03:52:17,682,4161,Product 4161,Electronics,6,64.58,387.48
2052,1017,1,Customer 1,customer1@example.com,2026-03-07 04:01:01,881,4320,Product 4320,Electronics,3,39.41,118.22999999999999
2053,1017,1,Customer 1,customer1@example.com,2026-03-07 04:01:01,881,7086,Product 7086,Electronics,4,31.44,125.76
2054,1017,1,Customer 1,customer1@example.com,2026-03-07 04:01:01,881,3228,Product 3228,Electronics,6,80.32,481.91999999999996
2055,1018,1,Customer 1,customer1@example.com,2026-03-07 04:09:45,569,1865,Product 1865,Home Goods,1,38.6,38.6
2056,1019,1,Customer 1,customer1@example.com,2026-03-07 04:18:30,266,5205,Product 5205,Electronics,3,85.51,256.53000000000003
2057,1019,1,Customer 1,customer1@example.com,2026-03-07 04:18:30,266,9215,Product 9215,Home Goods,7,36.77,257.39000000000004
2058,1019,1,Customer 1,customer1@example.com,2026-03-07 04:18:30,266,9545,Product 9545,Home Goods,7,69.75,488.25
2059,1020,1,Customer 1,customer1@example.com,2026-03-07 04:27:14,795,9309,Product 9309,Electronics,2,76.62,153.24
2060,1020,1,Customer 1,customer1@example.com,2026-03-07 04:27:14,795,237,Product 237,Electronics,1,80.5,80.5
2061,1020,1,Customer 1,customer1@example.com,2026-03-07 04:27:14,795,1773,Product 1773,Electronics,8,79.2,633.6
2062,1021,1,Customer 1,customer1@example.com,2026-03-07 04:35:59,1093,5214,Product 5214,Electronics,9,79.19,712.71
2063,1021,1,Customer 1,customer1@example.com,2026-03-07 04:35:59,1093,7109,Product 7109,Home Goods,9,13.72,123.48
2064,1021,1,Customer 1,customer1@example.com,2026-03-07 04:35:59,1093,9142,Product 9142,Books,6,54.37,326.21999999999997
2065,1022,1,Customer 1,customer1@example.com,2026-03-07 04:44:43,666,8095,Product 8095,Books,8,12.01,96.08
2066,1023,1,Customer 1,customer1@example.com,2026-03-07 04:53:28,820,8352,Product 8352,Electronics,4,15.53,62.12
2067,1023,1,Customer 1,customer1@example.com,2026-03-07 04:53:28,820,2947,Product 2947,Books,1,25.66,25.66
2068,1024,1,Customer 1,customer1@example.com,2026-03-07 05:02:12,576,5225,Product 5225,Home Goods,3,59.28,177.84
2069,1024,1,Customer 1,customer1@example.com,2026-03-07 05:02:12,576,4887,Product 4887,Electronics,7,78.88,552.16
2070,1024,1,Customer 1,customer1@example.com,2026-03-07 05:02:12,576,5860,Product 5860,Books,6,76.55,459.29999999999995
2071,1025,1,Customer 1,customer1@example.com,2026-03-07 05:10:57,730,8558,Product 8558,Home Goods,9,24.79,223.10999999999999
2072,1025,1,Customer 1,customer1@example.com,2026-03-07 05:10:57,730,8664,Product 8664,Electronics,1,71.27,71.27
2073,1025,1,Customer 1,customer1@example.com,2026-03-07 05:10:57,730,5538,Product 5538,Electronics,7,43.55,304.84999999999997
2074,1026,1,Customer 1,customer1@example.com,2026-03-07 05:19:41,850,8967,Product 8967,Electronics,5,81.16,405.79999999999995
2075,1027,1,Customer 1,customer1@example.com,2026-03-07 05:28:26,370,5377,Product 5377,Books,5,21.56,107.8
2076,1027,1,Customer 1,customer1@example.com,2026-03-07 05:28:26,370,4373,Product 4373,Home Goods,5,39.25,196.25
2077,1027,1,Customer 1,customer1@example.com,2026-03-07 05:28:26,370,3709,Product 3709,Books,8,88.41,707.28
2078,1028,1,Customer 1,customer1@example.com,2026-03-07 05:37:10,457,533,Product 533,Home Goods,1,39.98,39.98
2079,1028,1,Customer 1,customer1@example.com,2026-03-07 05:37:10,457,3286,Product 3286,Books,6,5.32,31.92
2080,1029,1,Customer 1,customer1@example.com,2026-03-07 05:45:55,796,4266,Product 4266,Electronics,3,57.3,171.89999999999998
2081,1029,1,Customer 1,customer1@example.com,2026-03-07 05:45:55,796,3842,Product 3842,Home Goods,2,26.65,53.3
2082,1029,1,Customer 1,customer1@example.com,2026-03-07 05:45:55,796,7351,Product 7351,Books,1,89.75,89.75
2083,1030,1,Customer 1,customer1@example.com,2026-03-07 05:54:39,967,4411,Product 4411,Books,10,85.82,858.1999999999999
2084,1030,1,Customer 1,customer1@example.com,2026-03-07 05:54:39,967,4888,Product 4888,Books,1,23.61,23.61
2085,1030,1,Customer 1,customer1@example.com,2026-03-07 05:54:39,967,5009,Product 5009,Home Goods,7,98.23,687.61
2086,1031,1,Customer 1,customer1@example.com,2026-03-07 06:03:24,379,5953,Product 5953,Books,9,37.52,337.68
2087,1031,1,Customer 1,customer1@example.com,2026-03-07 06:03:24,379,4303,Product 4303,Books,2,53.72,107.44
2088,1032,1,Customer 1,customer1@example.com,2026-03-07 06:12:08,117,6366,Product 6366,Electronics,10,65.04,650.4000000000001
2089,1032,1,Customer 1,customer1@example.com,2026-03-07 06:12:08,117,5311,Product 5311,Books,7,32.62,228.33999999999997
2090,1033,1,Customer 1,customer1@example.com,2026-03-07 06:20:53,566,3664,Product 3664,Books,7,25.89,181.23000000000002
2091,1034,1,Customer 1,customer1@example.com,2026-03-07 06:29:37,709,847,Product 847,Books,4,33.77,135.08
2092,1035,1,Customer 1,customer1@example.com,2026-03-07 06:38:21,672,1375,Product 1375,Books,4,73.62,294.48
2093,1035,1,Customer 1,customer1@example.com,2026-03-07 06:38:21,672,3787,Product 3787,Books,10,41.01,410.09999999999997
2094,1035,1,Customer 1,customer1@example.com,2026-03-07 06:38:21,672,231,Product 231,Electronics,2,52.82,105.64
2095,1036,1,Customer 1,customer1@example.com,2026-03-07 06:47:06,106,2632,Product 2632,Books,7,96.72,677.04
2096,1036,1,Customer 1,customer1@example.com,2026-03-07 06:47:06,106,6259,Product 6259,Books,2,33.26,66.52
2097,1037,1,Customer 1,customer1@example.com,2026-03-07 06:55:50,282,1552,Product 1552,Books,7,47.03,329.21000000000004
2098,1037,1,Customer 1,customer1@example.com,2026-03-07 06:55:50,282,8401,Product 8401,Books,7,36.28,253.96
2099,1038,1,Customer 1,customer1@example.com,2026-03-07 07:04:35,315,4992,Product 4992,Electronics,10,33.02,330.20000000000005
2100,1039,1,Customer 1,customer1@example.com,2026-03-07 07:13:19,272,4255,Product 4255,Books,5,85.27,426.34999999999997
2101,1039,1,Customer 1,customer1@example.com,2026-03-07 07:13:19,272,3264,Product 3264,Electronics,7,25.87,181.09
2102,1039,1,Customer 1,customer1@example.com,2026-03-07 07:13:19,272,1838,Product 1838,Home Goods,2,16.8,33.6
2103,1040,1,Customer 1,customer1@example.com,2026-03-07 07:22:04,721,9212,Product 9212,Home Goods,1,64.7,64.7
2104,1040,1,Customer 1,customer1@example.com,2026-03-07 07:22:04,721,8963,Product 8963,Home Goods,1,17.0,17.0
2105,1041,1,Customer 1,customer1@example.com,2026-03-07 07:30:48,593,3674,Product 3674,Home Goods,10,59.49,594.9
2106,1041,1,Customer 1,customer1@example.com,2026-03-07 07:30:48,593,7923,Product 7923,Electronics,2,42.15,84.3
2107,1042,1,Customer 1,customer1@example.com,2026-03-07 07:39:33,966,6488,Product 6488,Home Goods,5,15.59,77.95
2108,1042,1,Customer 1,customer1@example.com,2026-03-07 07:39:33,966,5843,Product 5843,Home Goods,1,55.41,55.41
2109,1043,1,Customer 1,customer1@example.com,2026-03-07 07:48:17,532,4751,Product 4751,Home Goods,8,95.01,760.08
2110,1044,1,Customer 1,customer1@example.com,2026-03-07 07:57:02,233,7305,Product 7305,Electronics,7,28.49,199.42999999999998
2111,1044,1,Customer 1,customer1@example.com,2026-03-07 07:57:02,233,8826,Product 8826,Electronics,9,85.08,765.72
2112,1045,1,Customer 1,customer1@example.com,2026-03-07 08:05:46,513,1762,Product 1762,Books,10,10.21,102.10000000000001
2113,1045,1,Customer 1,customer1@example.com,2026-03-07 08:05:46,513,7488,Product 7488,Electronics,6,2.9,17.4
2114,1046,1,Customer 1,customer1@example.com,2026-03-07 08:14:31,483,1793,Product 1793,Home Goods,7,9.4,65.8
2115,1046,1,Customer 1,customer1@example.com,2026-03-07 08:14:31,483,1115,Product 1115,Home Goods,8,65.8,526.4
2116,1046,1,Customer 1,customer1@example.com,2026-03-07 08:14:31,483,6745,Product 6745,Books,9,92.13,829.17
2117,1047,1,Customer 1,customer1@example.com,2026-03-07 08:23:15,724,5041,Product 5041,Books,7,82.22,575.54
2118,1048,1,Customer 1,customer1@example.com,2026-03-07 08:32:00,411,7069,Product 7069,Books,6,14.84,89.03999999999999
2119,1048,1,Customer 1,customer1@example.com,2026-03-07 08:32:00,411,3183,Product 3183,Electronics,1,8.58,8.58
2120,1049,1,Customer 1,customer1@example.com,2026-03-07 08:40:44,167,4904,Product 4904,Home Goods,5,89.63,448.15
2121,1050,1,Customer 1,customer1@example.com,2026-03-07 08:49:29,1051,7844,Product 7844,Home Goods,9,82.95,746.5500000000001
2122,1050,1,Customer 1,customer1@example.com,2026-03-07 08:49:29,1051,1177,Product 1177,Books,6,25.22,151.32
2123,1050,1,Customer 1,customer1@example.com,2026-03-07 08:49:29,1051,8825,Product 8825,Home Goods,10,25.26,252.60000000000002
2124,1051,1,Customer 1,customer1@example.com,2026-03-07 08:58:13,985,3879,Product 3879,Electronics,3,49.14,147.42000000000002
2125,1051,1,Customer 1,customer1@example.com,2026-03-07 08:58:13,985,3019,Product 3019,Books,6,65.4,392.40000000000003
2126,1051,1,Customer 1,customer1@example.com,2026-03-07 08:58:13,985,9389,Product 9389,Home Goods,3,50.49,151.47
2127,1052,1,Customer 1,customer1@example.com,2026-03-07 09:06:57,199,4217,Product 4217,Home Goods,10,72.61,726.1
